455181,6847.00,6846.00,6845.00,6847.59,6849.00,6848.00
455383,230.00,229.00,234.00,231.69,232.00,231.00
458234,3265.00,3270.00,3269.00,3267.67,3267.00,3266.00
460345,2421.00,2420.00,2419.00,2418.00,2422.00,2419.85
475435,17296.00,17295.00,17294.00,17298.00,17297.00,17295.88
